Date,Bag,Shots Left (est),Grinder Setting,Grind Adjusted,Grind Time,Initial Output (g),Total Output (g),Dose (g),Time Adj (sec),Top-Up Grind (g),Over Grind Removed (g),Bean Delta,Grind Waste (g),Beans Added (g),Dose Correction Type,Correction Amount (g),Output Delta (g),Temp,Pour Delay,Pour Time (sec),Scale Time,Yield (g),Ratio,Finished Shot,Rating,Preference Rating,Rating Difference,Average Rating and Preference Rating weighted to Preference,Rated,For Others,Reference Shot,Signature Shot,Drink Type,Shot Status,Shot Classification,Fault Status,Reference Shot Type,Expression Style,Daily Driver Count,Include in Analysis,Notes,Rating ( Valid Only ),Fault Notes,Bag Opened Date,Hopper Phase,Hopper Fullness,Hopper %,Hopper Range,Hopper Range Link,Hopper Link,Taste Zone,Zone,Zone Score,Taste Score,Agreement %,Flow Score,Model Flag,Time Gap (sec),Scale Zone,Flow Diagnostic,Pour Delay Window,Scale Time Window,Scale Offset,Drift Delta (sec),Shot Drift Status,Shot Quality Score,Shot Tier,Perfect Range Flag,Drift Warning,Hopper Zone,Hopper Drift Link,Hopper Impact Score,Hopper Correction Rule,Action Suggestion,Scale Calibration Reminder,Bag Calibration Reminder,Calculation,Baseline Unaided Output (g),Baseline Output Delta (g),Actual Dose Error (g),Hopper Threshold Flag,Hopper Behaviour,Hopper Severity,Top-Up Gap (g),Top-Up Recommendation,Grinder Initial Output for Charts (16-19g)
2026-05-26 4:25am,3,,2.20,,8.1,17.5,18.3,18.0,0.3,0.8,0.3,-18.3,,,Under → Top-Up,0.8,-1,94,7,27,25,35.8,1.99,checked,9.50,9.00,0.50,9.20,checked,,checked,,,Dialed In,"Dynamic,Acidity Forward",Good,Guest Worthy,Bright Leaning,0,1,,9.50,,2026-05-10,Phase 3,45.93%,3.83%,30–50%,30–50%,"""MH Bag 3 May 21, 2026""",Center,Center,3,3,100.0%,91%,Match,2,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,-1,-1,Stable,94.8%,Elite,Target,Stable,Mid,,0,Low hopper but stable — no change,No change,Update Bag Scale Range,,Outside,17.9,-0.5,0.0,Moderate Drop,30–50% → Drop,Moderate,0.5,Consider 0.2 sec top-up,1.5
2026-05-26 1:30pm,3,,2.20,,,,,,,,,-31.0,31.0,,None,,,,,,,,,,,,,,,,,,,Fault,,"Fault,Grinder Jam",,,0,,"Grinder Recovery Event — Hopper Jam

* hopper jam
* vacuum cleanout
* Loosened grind setting
* Purged 30 while returning to 2.2 setting
* fast recovery shot ( will be next recorded shot )
* after first recorded shot after this record, I tightened to 2.1
* 4.3 g coffee loss while tightening grind to 2.1",,,2026-05-10,Phase 3,39.83%,3.83%,30–50%,30–50%,"""MH Bag 3 May 21, 2026""",,Outside,1,,67.0%,,,,,,6 / 7.8 / 10,22 / 25.9 / 30,,,,,,,,Mid,,,Review manually,Review manually,,,Outside,17.9,,,,,,,,
2026-05-26 1:40pm,3,,2.20,,8.1,17.1,18.5,18.0,0.4,1.4,0.5,-18.5,,,Under → Top-Up,1.4,-1,94,6,20,20,35.7,1.98,,,,,,,,,,,Recovery/Transitional,,Fault,,,0,,"Lightly tasted, nothing seemed wrong with it however did not bother finishing it as I knew another shot would be necessary as this one was way too fast",,,2026-05-10,Phase 3,29.50%,3.83%,15–30%,15–30%,"""MH Bag 3 May 21, 2026""",,Outside,1,,67.0%,41%,,0,Slow,Fast,6 / 7.8 / 10,22 / 25.9 / 30,-6,-6,Adjust — Grind finer,,,,,Low,,4,Review manually,Grind finer,,,Outside,17.7,-0.9,0.0,Moderate Drop,15–30% → Drop,Moderate,0.9,Consider 0.3 sec top-up,1.1
2026-05-26 1:50pm,3,,2.10,checked,8.1,16.8,18.0,18.0,0.4,1.2,,-22.3,4.3,,Under → Top-Up,1.2,-1,94,6,22,22,36.1,2.01,,,,,,,,,,,Recovery/Transitional,,Fault,,,0,,"Had to adjust grind down to 2.1 as 2,2 was not tight enough anymore after grinder jam.",,,2026-05-10,Phase 3,23.33%,3.83%,15–30%,15–30%,"""MH Bag 3 May 21, 2026""",,Outside,1,,67.0%,61%,,0,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,-4,-4,Adjust — Grind finer,,,,,Low,,3,Review manually,Grind finer,,,Outside,17.7,-1.2,0.0,Severe Drop,15–30% → Drop,Severe,1.2,Consider 0.3 sec top-up,0.8
2026-05-26 4:30pm,3,,2.20,,8.1,16.8,18.0,18.0,0.6,1.2,,-18.0,,,Under → Top-Up,1.2,-1,94,8,26,24,35.2,1.96,,,,,,,checked,,,,Good,,Good,,,0,1,,,,2026-05-10,Phase 3,15.90%,3.83%,15–30%,15–30%,"""MH Bag 3 May 21, 2026""",,Outside,1,,67.0%,81%,,2,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,-2,-2,Watch,,,,,Low,,2,Review manually,Review manually,,,Outside,17.7,-1.2,0.0,Severe Drop,15–30% → Drop,Severe,1.2,Consider 0.3 sec top-up,0.8
2026-05-27 4:10am,3,,2.10,,8.1,16.2,18.2,18.2,0.6,2.0,,-18.2,,,Under → Top-Up,2.0,-2,94,9,30,25,35.4,1.95,checked,9.00,8.00,1.00,8.40,checked,,checked,,,Dialed In,"Boring,Balanced",Good,Guest Worthy,Balanced Comfort,0,1,Pretty good shot however not my cup of tea. If I made this for a guest I would be pleased,9.00,,2026-05-10,Phase 3,9.90%,3.83%,0–15%,0–15%,"""MH Bag 3 May 21, 2026""",Center,Center,3,3,100.0%,91%,Match,5,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,-1,-1,Stable,92.3%,Elite,Target,Stable,Very Low,,1,Low hopper but stable — no change,No change,Update Bag Scale Range,,Outside,17.9,-1.8,0.2,Severe Drop,0–15% → Drop,Severe,1.8,Consider 0.3 sec top-up,0.2
2026-05-27 4:20am,3,,,,,,,,,,,103.9,,103.9,None,,,,,,,,,,,,,,,,,,,Hopper Refill,,Hopper Refill,,,0,,,,"Added remainder of beans, 103.9 grams to hopper. Now in Hopper End of Bag Phase",2026-05-10,End of Bag,100.00%,-9.43%,75–100%,75–100%,"""MH Bag 3 May 27, 2026""",,Outside,1,,67.0%,,,,,,6 / 7.8 / 10,22 / 25.9 / 30,,,,,,,,High,,,No hopper correction,Review manually,,,Outside,18.0,,,,,,,,
2026-05-27 11:30am,3,,2.10,,8.1,16.7,33.8,18.0,8.1,17.1,15.8,-33.8,,,Under → Top-Up,17.1,-1,94,7,33,31,34.8,1.93,,,,,,,,,,,Recovery/Transitional,,Fault,,,0,,,,,2026-05-10,End of Bag,100.00%,-9.43%,75–100%,75–100%,"""MH Bag 3 May 27, 2026""",,Outside,1,,67.0%,49%,,2,Slow,Slow,6 / 7.8 / 10,22 / 25.9 / 30,5,5,Adjust — Grind coarser,,,,,High,,0,No hopper correction,Grind coarser,,,Outside,18.0,-1.3,0.0,Severe Drop,75–100% → Drop,Severe,1.3,Consider 0.3 sec top-up,0.7
2026-05-28 4:00am,3,,2.10,,8.1,16.4,18.7,18.0,0.5,2.3,0.7,-18.7,,,Under → Top-Up,2.3,-2,94,8,29,25,35.9,1.99,checked,9.75,9.50,0.25,9.60,checked,,checked,,,Dialed In,"No Puck Screen,Acidity Forward,Bright Expression",Good,Guest Worthy,Bright Leaning,0,1,"Very good shot with a noticeably distinct sensory profile unlike previous shots from this bag. Difference may be related to omission of puck screen, which likely changed water dispersion, puck surface interaction, flow character, and mouthfeel. Shot remained coherent and enjoyable, but should be tagged separately from normal puck-screen reference shots because prep method differed from standard workflow.",9.75,,2026-05-10,End of Bag,67.47%,-9.43%,50–75%,50–75%,"""MH Bag 3 May 27, 2026""",Center,Center,3,3,100.0%,91%,Match,4,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,-1,-1,Stable,96.1%,Elite,Target,Stable,Mid-High,,0,No hopper correction,No change,Update Bag Scale Range,,Outside,18.0,-1.6,0.0,Severe Drop,50–75% → Drop,Severe,1.6,Consider 0.3 sec top-up,0.4
2026-05-28 11:30am,3,,2.10,,8.1,16.2,18.0,18.0,0.6,1.8,,-18.0,,,Under → Top-Up,1.8,-2,94,8,30,25,35.1,1.95,checked,9.20,8.50,0.70,8.78,checked,,checked,,,Dialed In,"Caramel Forward,Palate Loading,Saturation Building",Good,Boundary Shot,Rich Integrated,0,1,"Initially presented as an excellent Daily Driver style espresso with balanced caramel sweetness and integrated structure. As the shot progressed, caramel saturation and in-mouth intensity accumulated sip-by-sip, creating increasing palate load despite maintaining a clean-clearing finish. Extraction remained structurally coherent and refined, but cumulative saturation eventually exceeded ideal comfort balance near the end of the cup. Strong example of progressive palate-loading intensity rather than structural imbalance or under-extraction.",9.20,,2026-05-10,End of Bag,49.47%,-9.43%,30–50%,30–50%,"""MH Bag 3 May 27, 2026""",Edge,Center,3,2,67.0%,91%,Mismatch,5,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,-1,-1,Stable,86.7%,Great,Target,Stable,Mid,,0,Low hopper but stable — no change,No change,Update Bag Scale Range,,Outside,17.9,-1.8,0.0,Severe Drop,30–50% → Drop,Severe,1.8,Consider 0.3 sec top-up,0.2
2026-05-29 4:30am,3,,2.10,,8.1,17.1,18.4,18.0,0.4,1.3,0.4,-18.4,,,Under → Top-Up,1.3,-1,94,6,32,29,35.1,1.95,checked,9.25,9.50,-0.25,9.40,checked,,checked,,,Dialed In,"Chocolate Forward,Integrated,Balanced",Good,"Guest Worthy,Daily Driver",Balanced Comfort,1,1,"Well-balanced and approachable espresso with integrated chocolate sweetness, clean-clearing finish, and broad appeal. Lacked the complexity and evolution of the highest-rated reference shots but compensated with exceptional drinkability and consistency. Represents the type of espresso most guests would expect when served a high-quality coffee, making it both an excellent Daily Driver and Guest Worthy reference profile. Strong example of a successful comfort-oriented extraction that remains refined without becoming boring or overly intense. As well as this the first pour as a note had ticked to 7 just after then first pour started to drip",9.25,,2026-05-10,End of Bag,32.15%,-9.43%,30–50%,30–50%,"""MH Bag 3 May 27, 2026""",Center,Center,3,3,100.0%,69%,Match,3,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,3,3,Adjust — Grind coarser,86.9%,Great,Target,Drifting,Mid,Check Other Factors,2,Review manually,Grind coarser,,,Outside,17.9,-0.9,0.0,Moderate Drop,30–50% → Drop,Moderate,0.9,Consider 0.3 sec top-up,1.1
2026-05-30 4:30am,3,,2.10,,,,,,,,,-24.8,24.8,,None,,,,,,,,,,,,,,,,,,,Maintenance - Grinder,Backflush w Cafiza,Maintenance - Grinder,,,0,,End of Bag grind out process andVacuumed out chute. Backwashed with Cafiza and and washed poratfilter 30 minutes in cafiza. Full Backflush,,,2026-05-10,Grinder Cleanout,14.44%,-9.43%,0–15%,0–15%,"""MH Bag 3 May 27, 2026""",,Outside,1,,67.0%,,,,,,6 / 7.8 / 10,22 / 25.9 / 30,,,,,,,,Very Low,,,Review manually,Review manually,,,Outside,17.9,,,,,,,,
2026-05-30 5:00am,4,,,,,,,,,,,300.0,,300.0,None,,,,,,,,,,,,,,,,,,,Hopper Refill,,"New Bag of Beans,Hopper Refill",,,0,,"Start New Hopper Process
Fill hopper w 300 grams 
",,,2026-05-30,Phase 1,100.00%,6.30%,75–100%,75–100%,"""MH Bag 4 May 30, 2026""",,Outside,1,,67.0%,,,,,,5 / 6.8 / 9,21 / 23.1 / 26,,,,,,,,High,,,No hopper correction,Review manually,,,Outside,18.0,,,,,,,,
2026-05-30 5:30am,4,,,,,,,,,,,-50.3,50.3,,None,,,,,,,,,,,,,,,,,,,Dial In Process,,Transition / Dial-In,,,0,,"Start setting of 2.66 
Grind 18.9 grams
Time of 7 sec 
14.8 g go with base 8 sec
1 sec for 3.8 grams
Looks much denser
6
23
22
35.3
3 sec for 7.5 and down to 2.5
6
25
23
35.3
5.3 at 2 sec to go to 2.33 setting ",,,2026-05-30,Phase 1,100.00%,6.30%,75–100%,75–100%,"""MH Bag 4 May 30, 2026""",,Outside,1,,67.0%,,,,,,5 / 6.8 / 9,21 / 23.1 / 26,,,,,,,,High,,,No hopper correction,Review manually,,,Outside,18.0,,,,,,,,
2026-05-30 6:30am,4,,2.33,,8.1,18.3,18.3,18.0,,,0.3,-18.3,,,Over → Trim,0.3,0,94,7,29,26,35.4,1.97,checked,7.50,8.00,-0.50,7.80,,,,,,Good,,Good,,,0,1,First successful dial-in shot. Balanced and enjoyable. Bright acidity consistent with DeLucas Costa Rica profile. Slight carbonic/fuzzy character likely due to freshness (estimated 3–5 days post-roast). Rich body beginning to emerge at 29-second extraction. Remained pleasant after cooling.,7.50,,2026-05-30,Phase 1,83.23%,6.30%,75–100%,75–100%,"""MH Bag 4 May 30, 2026""",Center,Center,3,3,100.0%,71%,Match,3,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,3,3,Adjust — Grind coarser,78.8%,Good,,Watch,High,,0,No hopper correction,Grind coarser,,,Outside,18.0,0.3,0.0,Normal,75–100% → Stable,Stable,-0.3,,2.3
2026-05-30 7:50am,4,,2.33,,8.1,18.3,18.3,18.0,,,0.3,-18.3,,,Over → Trim,0.3,0,94,10,35,28,35.0,1.94,,,,,,,checked,,,,Good,,Good,,,0,1,Lori found the coffee too strong and reported facial flushing. This appears consistent with her normal response to coffee and should not be interpreted as a shot-quality issue. Reviewer (Carl) found the shot acceptable and balanced.,,,2026-05-30,Phase 1,77.13%,6.30%,75–100%,75–100%,"""MH Bag 4 May 30, 2026""",Center,Outside,1,3,33.0%,51%,Mismatch,7,Slow,Slow,5 / 6.8 / 9,21 / 23.1 / 26,5,5,Adjust — Grind coarser,,,,,High,,1,No hopper correction,Grind coarser,,,Sweet Zone,18.0,0.3,0.0,Normal,75–100% → Stable,Stable,-0.3,,2.3
2026-05-30 2:00pm,4,,2.33,,8.1,17.8,18.4,18.0,0.2,0.6,0.4,-18.4,,,Under → Top-Up,0.6,-0,94,9,30,25,35.8,1.99,checked,,,,,,checked,,,,Good,I Tasted,Good,,,0,1,"For Anthony, He really enjoyed the coffee and said it was not bitter at all and very good and could taste things he wasn't expecting to be able to taste.",,,2026-05-30,Phase 1,71.03%,6.30%,50–75%,50–75%,"""MH Bag 4 May 30, 2026""",,Outside,1,,67.0%,81%,,5,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,2,2,Watch,,,,,Mid-High,,1,No hopper correction,Review manually,,,Outside,18.0,-0.2,0.0,Normal,50–75% → Stable,Stable,0.2,No top-up,1.8
2026-05-30 2:15pm,4,,2.33,,8.1,17.6,18.2,18.0,0.2,0.6,0.2,-30.3,12.1,,Under → Top-Up,0.6,-0,94,10,29,26,35.1,1.95,checked,9.00,7.00,2.00,7.80,checked,,,,,Good,"Acidity Forward,Bright Expression","Good,Grinder Jam",,,0,1,My first shot after bag change. Unfortunately I had a grinder jam event of it took 12.1 grams to clear out. The coffee was high acidity via brightness forward. Not meh cup of tea however every sip was refreshing and cleared very nicely with no remaining residue or build and never turned sour,9.00,,2026-05-30,Phase 1,64.90%,6.30%,50–75%,50–75%,"""MH Bag 4 May 30, 2026""",Outside,Center,3,1,33.0%,71%,Mismatch,3,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,3,3,Adjust — Grind coarser,72.9%,Edge,,Drifting,Mid-High,Check Other Factors,1,No hopper correction,Grind coarser,,,Outside,18.0,-0.4,0.0,Normal,50–75% → Stable,Stable,0.4,Consider 0.2 sec top-up,1.6
2026-05-31 5:00am,4,,2.33,,8.1,18.5,18.5,18.0,,,0.5,-18.5,,,Over → Trim,0.5,1,94,8,29,26,34.4,1.91,checked,9.50,9.50,0.00,9.50,checked,,checked,,,Dialed In,"Balanced,Caramel Forward",Good,"Guest Worthy,Daily Driver",Caramel Leaning,1,1,"Intentional lower-yield extraction to explore the Costa Rica’s flavor boundaries. Taste is exceptional, much more preferred. Nicely balanced taste, light syrupy taste with caramel edging ahead. This is the shot that would satisfy alot of guests I am positive
",9.50,,2026-05-30,Phase 1,54.80%,6.30%,50–75%,50–75%,"""MH Bag 4 May 30, 2026""",Center,Center,3,3,100.0%,71%,Match,3,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,3,3,Adjust — Grind coarser,88.8%,Great,Target,Watch,Mid-High,,1,No hopper correction,Grind coarser,,,Outside,18.0,0.5,0.0,Normal,50–75% → Stable,Stable,-0.5,,2.5
2026-05-31 1:00pm,4,,2.33,,8.1,17.9,18.5,18.0,0.2,0.6,0.5,-18.5,,,Under → Top-Up,0.6,-0,,,,,,,,,,,,,,,,,Fault,,Fault,,,0,,accidentally dumped when moving around.,,,2026-05-30,Phase 1,48.63%,6.30%,30–50%,30–50%,"""MH Bag 4 May 30, 2026""",,Outside,1,,67.0%,,,,,,5 / 6.8 / 9,21 / 23.1 / 26,,,,,,,,Mid,,,Review manually,Review manually,,,Outside,17.9,-0.1,0.0,Normal,30–50% → Stable,Stable,0.1,No top-up,1.9
2026-05-31 1:30pm,4,,2.33,,8.1,17.7,35.5,18.0,8.1,17.8,17.5,-35.5,,,Under → Top-Up,17.8,-0,94,7,24,21,34.5,1.92,checked,9.50,9.50,0.00,9.50,checked,,checked,,,Dialed In,"Comfort-Oriented,Caramel Forward",Good,"Guest Worthy,Daily Driver",Caramel Leaning,1,1,"Very good coffee, light finish. Caramel forward, very pleasant.",9.50,,2026-05-30,Phase 1,42.47%,6.30%,30–50%,30–50%,"""MH Bag 4 May 30, 2026""",Center,Center,3,3,100.0%,79%,Match,3,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,-2,-2,Adjust — Grind finer,91.2%,Great,Target,Watch,Mid,,1,"Watch — if grinder output drops, add +0.1 sec",Grind finer,,,Outside,17.9,-0.3,0.0,Normal,30–50% → Stable,Stable,0.3,Consider 0.2 sec top-up,1.7
2026-06-01 5:00am,4,,2.33,,8.1,18.0,18.0,18.0,,,,-18.0,,,None,,0,94,6,25,23,35.1,1.95,checked,9.50,9.80,-0.30,9.68,checked,,checked,,,Dialed In,"Comfort-Oriented,Chocolate Forward",Good,"Daily Driver,Guest Worthy",Cacao-Nut,1,1,Well-balanced espresso with increased tannin structure and presence compared to the previous shot. Added grip and depth enhanced the cup without creating bitterness or palate fatigue. Tannins contributed positively to the profile and were accompanied by an exceptionally clean finish that reset the palate after each sip. Excellent Daily Driver and Guest Worthy style shot demonstrating that the Costa Rica can support additional structure while remaining highly approachable.,9.50,,2026-05-30,Phase 1,30.63%,6.30%,30–50%,30–50%,"""MH Bag 4 May 30, 2026""",Center,Center,3,3,100.0%,99%,Match,2,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,-0,-0,Stable,97.2%,Elite,Target,Stable,Mid,,0,Low hopper but stable — no change,No change,Update Bag Scale Range,,Outside,17.9,0.0,0.0,,,,0.0,,2.0
2026-06-01 11:30am,4,,2.33,,8.1,18.4,18.4,18.0,,,0.4,-18.4,,,Over → Trim,0.4,0,94,7,25,24,35.4,1.97,checked,7.00,6.00,1.00,6.40,checked,,,,,Good,Hollow,Dose Uncertainty,,,0,,"Shot initially tasted good but developed an off sourness as it cooled. Dose accuracy is uncertain because the intended 0.4 g trim did not register cleanly on the scale until 0.3 g, making actual basket dose uncertain. Cooling sourness may reflect dose/measurement error rather than a reliable Costa Rica extraction pattern. Use as observational data, not a reference shot.",7.00,,2026-05-30,Phase 1,24.63%,6.30%,15–30%,15–30%,"""MH Bag 4 May 30, 2026""",Outside,Center,3,1,33.0%,91%,Mismatch,1,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,1,1,Stable,68.9%,Edge,,Drifting,Low,Likely Hopper Effect,1,Correct — add +0.1 to +0.2 sec or refill hopper,No change,,,Outside,17.7,0.4,0.0,Normal,15–30% → Stable,Stable,-0.4,,2.4
2026-06-02 4:00am,4,,2.33,,8.1,18.3,18.3,18.0,,,0.3,-18.3,,,Over → Trim,0.3,0,94,5,23,22,35.6,1.98,checked,8.00,7.50,0.50,7.70,checked,,,,,Good,Chocolate Forward,Good,,Cacao-Nut,0,1,"Chocolate-forward espresso with noticeable cacao character and moderate acidity. Acidity initially appeared borderline but ultimately behaved more as a persistent finish than an objectionable sourness. The palate cleared over time, leaving a mild aftertaste rather than a lingering defect. Good overall cup quality with no major faults, though the balance fell short of the strongest Costa Rica shots. Useful data point showing the boundary between pleasant acidity persistence and the onset of sourness.",8.00,,2026-05-30,Phase 1,18.50%,6.30%,15–30%,15–30%,"""MH Bag 4 May 30, 2026""",Edge,Center,3,2,67.0%,89%,Mismatch,1,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,-1,-1,Watch,80.1%,Good,,Watch,Low,,1,"Watch — if grinder output drops, add +0.1 sec",Review manually,,,Outside,17.7,0.3,0.0,Normal,15–30% → Stable,Stable,-0.3,,2.3
2026-06-02 12:15pm,4,,2.33,,8.1,17.9,18.3,18.0,0.2,0.4,0.3,-18.3,,,Under → Top-Up,0.4,-0,94,5,23,22,35.5,1.97,checked,9.25,9.00,0.25,9.10,checked,,checked,,,Dialed In,Chocolate Forward,Good,Boundary Shot,Cacao-Nut,0,1,Costa Rica Phase 1 entered popcorning behavior at approximately 20 g estimated remaining after the final recorded shot. This suggests that practical hopper depletion may begin before all tracked inventory is consumed and that the final ~20 g may behave as a distinct low-feed zone rather than normal hopper operation.,9.25,,2026-05-30,Phase 1,12.40%,6.30%,0–15%,0–15%,"""MH Bag 4 May 30, 2026""",Center,Center,3,3,100.0%,89%,Match,1,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,-1,-1,Watch,93.0%,Elite,Target,Stable,Very Low,,1,Low hopper but stable — no change,Review manually,,,Outside,17.9,-0.1,0.0,Normal,0–15% → Stable,Stable,0.1,No top-up,1.9
2026-06-02 12:30pm,4,,,,,,,,,,,300.0,,300.0,None,,,,,,,,,,,,,,,,,,,Hopper Refill,,Hopper Refill,,,0,,,,,2026-05-30,Phase 2,100.00%,8.47%,75–100%,75–100%,"""MH Bag 4 June 2, 2026""",,Outside,1,,67.0%,,,,,,5 / 6.8 / 9,21 / 23.1 / 26,,,,,,,,High,,,No hopper correction,Review manually,,,Outside,18.0,,,,,,,,
2026-06-02 6:30pm,4,,2.33,,8.1,18.2,18.2,18.0,,,0.2,-18.2,,,Over → Trim,0.2,0,94,6,24,22,35.7,1.98,,,,,,,checked,,,,Good,I Tasted,Good,,,0,1,"For Lori, I tasted her version of it, tasted alright, did not detect any sourness at all. Decent coffee otherwise",,,2026-05-30,Phase 2,100.00%,8.47%,75–100%,75–100%,"""MH Bag 4 June 2, 2026""",,Outside,1,,67.0%,89%,,2,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,-1,-1,Watch,,,,,High,,0,No hopper correction,Review manually,,,Outside,18.0,0.2,0.0,Normal,75–100% → Stable,Stable,-0.2,,2.2
2026-06-03 4:00am,4,,2.33,,8.1,17.8,18.3,18.0,0.2,0.5,0.3,-18.3,,,Under → Top-Up,0.5,-0,94,9,29,24,35.4,1.97,checked,9.50,10.00,-0.50,9.80,checked,,checked,,,Dialed In,"Cacao Forward,Dynamic,Bittersweet Finish",Good,Signature Shot,Refined Dynamic,0,1,"A cacao-driven coffee whose highest expressions are characterized by fully developed bittersweet cacao structure. The most successful shots are not necessarily the sweetest or the least acidic, but the ones where the cacao evolves from a flavor note into the dominant personality of the cup.",9.50,,2026-05-30,Phase 2,93.93%,8.47%,75–100%,75–100%,"""MH Bag 4 June 2, 2026""",Center,Center,3,3,100.0%,91%,Match,5,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,1,1,Stable,94.8%,Elite,Target,Stable,High,,0,No hopper correction,No change,Update Bag Scale Range,,Outside,18.0,-0.2,0.0,Normal,75–100% → Stable,Stable,0.2,No top-up,1.8
2026-06-03 5:45am,4,,2.33,,8.1,18.1,18.1,18.0,,,0.1,-18.1,,,Over → Trim,0.1,0,94,6,29,27,35.6,1.98,,,,,,,checked,,,,Good,,Good,,,0,1,"Another shot for Lori, I did not taste it although I am sure it was a good shot",,,2026-05-30,Phase 2,87.83%,8.47%,75–100%,75–100%,"""MH Bag 4 June 2, 2026""",,Outside,1,,67.0%,61%,,2,Slow,Slow,5 / 6.8 / 9,21 / 23.1 / 26,4,4,Adjust — Grind coarser,,,,,High,,0,No hopper correction,Grind coarser,,,Outside,18.0,0.1,0.0,Normal,75–100% → Stable,Stable,-0.1,,2.1
2026-06-03 12:00pm,4,,2.33,,8.1,18.1,18.1,18.0,,,0.1,-18.1,,,Over → Trim,0.1,0,94,7,26,24,35.7,1.98,checked,9.50,9.25,0.25,9.35,checked,,checked,,,Dialed In,"Cacao Forward,Caramel Forward",Good,Daily Driver,Cacao-Nut,1,1,,9.50,,2026-05-30,Phase 2,81.80%,8.47%,75–100%,75–100%,"""MH Bag 4 June 2, 2026""",Center,Center,3,3,100.0%,91%,Match,2,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,1,1,Stable,94.8%,Elite,Target,Stable,High,,0,No hopper correction,No change,Update Bag Scale Range,,Outside,18.0,0.1,0.0,Normal,75–100% → Stable,Stable,-0.1,,2.1
2026-06-04 3:00am,4,,2.33,,8.1,17.7,18.4,18.0,0.2,0.7,0.4,-18.4,,,Under → Top-Up,0.7,-0,94,6,25,22,35.3,1.96,checked,9.75,8.50,1.25,9.00,checked,,checked,,,Dialed In,"Cacao Forward,Acidity Forward",Good,Boundary Shot,Bittersweet,0,1,"Cacao Forward, Bittersweet, Acidity Forward. Acidity more prominent than preferred but remained integrated and pleasant. Strong, memorable expression of the coffee. Defines the upper boundary of preferred acidity while remaining a Reference Shot.",9.75,Demonstrates that a technically excellent shot can fall outside the center of the user’s preference zone while still being reference-worthy and analytically valuable.,2026-05-30,Phase 2,75.77%,8.47%,75–100%,75–100%,"""MH Bag 4 June 2, 2026""",Edge,Center,3,2,67.0%,89%,Mismatch,3,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,-1,-1,Watch,88.9%,Great,Target,Stable,High,,0,No hopper correction,Review manually,,,Outside,18.0,-0.3,0.0,Normal,75–100% → Stable,Stable,0.3,Consider 0.2 sec top-up,1.7
2026-06-04 5:30am,4,,2.33,,8.1,18.3,18.3,18.0,,,0.3,-18.3,,,Over → Trim,0.3,0,94,6,25,23,35.5,1.97,,,,,,,checked,,,,Good,I Tasted,Good,,,0,1,,,,2026-05-30,Phase 2,69.63%,8.47%,50–75%,50–75%,"""MH Bag 4 June 2, 2026""",,Outside,1,,67.0%,99%,,2,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,-0,-0,Stable,,,,,Mid-High,,0,No hopper correction,No change,,,Outside,18.0,0.3,0.0,Normal,50–75% → Stable,Stable,-0.3,,2.3
2026-06-04 12:15pm,4,,2.33,,8.1,18.7,18.7,18.0,,,0.7,-18.7,,,Over → Trim,0.7,1,94,6,26,23,35.6,1.98,,6.00,3.00,3.00,4.20,checked,,,,,Good,"Intense,Tannic",Good,,,0,1,"“It may have been some puck prep.”
Initial presentation was intense with noticeable tannins. As the shot cooled, the cacao character faded rather than developing. Cold evaluation revealed dominant sourness resembling sour tea, overwhelming the underlying coffee character. The shot became less enjoyable as it cooled and was ultimately not finished. Possible puck preparation inconsistency noted due to loose grounds on top of the puck and dose-adjustment difficulties caused by scale lag. Included for analysis as an example of a technically acceptable extraction that produced an undesirable sensory outcome.",6.00,,2026-05-30,Phase 2,63.53%,8.47%,50–75%,50–75%,"""MH Bag 4 June 2, 2026""",Outside,Outside,1,1,100.0%,99%,Match,3,Slow,Normal,5 / 6.8 / 9,21 / 23.1 / 26,-0,-0,Stable,79.7%,Good,,Watch,Mid-High,,0,No hopper correction,No change,,,Outside,18.0,0.7,0.0,Normal,50–75% → Stable,Stable,-0.7,,2.7
